CompanyName,Website,Industry,Sub-Industry,MarketSegment,AI_Functional_Category,CompanyDescription,LatestFundingDate,LatestFundingAmount,LatestFundingRound,CompanyTotalFunding,CompanyInvestors,CompanyExitDate,CompanyLatestValuation,CompanyFoundedYear,CompanyDataAdded,CompanyStatus,CompanyCompetitors,CompanyMarketCap,LocationContinent,LocationCountry,LocationState,LocationCity,LocationAddress,Notes
Nabla Bio,nabla.bio,unknown,unknown,unknown,Platforms - antibody design,"Nabla Bio specializes in the intersection of artificial intelligence and experimental technologies for drug design within the biotechnology sector. The company offers a platform that combines artificial intelligence (AI)-driven drug design with wet-lab experimentation to develop antibodies against challenging disease targets. Nabla Bio collaborates with leading pharmaceutical companies to design drug candidates. It was founded in 2020 and is based in Cambridge, Massachusetts.",5/14/24,26,Series A,37.39,unknown,1/1/20,128.26,2020,12/30/24,Alive / Active,unknown,0,North America,United States,Massachusetts,Cambridge,840 Memorial Drive Riverside Technology Center,unknown
Helixon,helixon.com,unknown,unknown,unknown,Platforms - antibody design,"Helixon is a company focused on the intersection of artificial intelligence and biotechnology within the pharmaceutical industry. The company's main offering is a technology platform that uses deep learning and high-throughput biotechnologies to improve the efficiency of antibody discovery, specifically targeting antigens. This platform also allows for large-scale antibody sequence design and property prediction, with high-throughput biological experiments for validation. It was founded in 2021 and is based in Champaign, Illinois.",6/22/22,74.6,Series A,84.6,unknown,1/1/21,0,2021,12/30/24,Alive / Active,unknown,0,North America,United States,Illinois,Champaign,60 Hazelwood Dr.,unknown
SilicoGenesis,silicogenesis.com,unknown,unknown,unknown,Platforms - antibody design,"SilicoGenesis focuses on the design, discovery, and optimization of biologics in the pharmaceutical and biotechnology sectors. The company provides a cloud-based platform that uses AI and machine learning to predict protein structures, generate antibody leads, and optimize their binding affinity and developability. SilicoGenesis serves pharmaceutical companies and biotech firms, offering tools and services for drug discovery and development. It was founded in 2021 and is based in Leuven, Belgium.",unknown,0,unknown,0,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,Europe,Belgium,unknown,Leuven,Technologielaan 9,unknown
Chantibody Therapeutics,chantibody.com,unknown,unknown,unknown,Platforms - antibody design,"Chantibody Therapeutics conducts research and development of therapeutics for diseases, particularly cancer, within the biotechnology sector. The company utilizes an AI-guided VHH antibody discovery platform to create multi-modality therapeutics, including monoclonal antibodies, bispecific antibodies, fusion proteins, mRNA, CART, and antibody conjugates. The company works with the biotechnology and pharmaceutical industries, aiming to progress biologics to clinical trials. It was founded in 2021 and is based in Mountain View, California.",unknown,0,unknown,0,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,North America,United States,California,Mountain View,319 N Bernardo Ave,unknown
Protillion Biosciences,protillion.com,unknown,unknown,unknown,Platforms - antibody design,"Protillion Biosciences operates as a biotechnology company. It focuses on therapeutic antibody discovery and optimization. The company offers a high-throughput protein display platform designed to revolutionize traditional approaches to the design and development of protein-based drugs. It allows the quantitative characterization of protein candidates at a massive scale, aiding in the discovery of therapeutic molecules. It was founded in 2018 and is based in Burlingame, California.",12/19/22,18,Series A,18,unknown,1/1/18,0,2018,12/30/24,Alive / Active,unknown,0,North America,United States,California,Burlingame,1400 Marsten Road Suite M,unknown
Aureka,aurekabio.com,unknown,unknown,unknown,Platforms - antibody design,"Aureka Biotechnologies is a biotech startup focused on democratizing the pharmaceutical industry through immunotherapeutic discovery. The company offers an AI-powered drug discovery platform that integrates digital biology to accelerate the development of new medicines. Aureka's technology enables rapid design-build-test-learn cycles, aiming to bring efficiency to therapeutic discovery and development. It was founded in 2023 and is based in Laguna Hills, California.",6/25/23,0,Seed VC,0,unknown,unknown,0,2023,12/30/24,Alive / Active,unknown,0,North America,United States,California,Laguna Hills,23181 Verdugo Drive Suite 106,unknown
BioStrand,biostrand.be,unknown,unknown,unknown,Platforms - antibody design,"BioStrand is a company that operates within the biotech and life sciences sectors. It engages in AI-driven drug discovery, which includes in silico discovery, omics data analysis, and the development of biotherapeutic intelligence using its LENSai platform. The company offers cloud-based analytics and data management solutions. It was founded in 2019 and is based in Diepenbeek, Belgium. BioStrand operates as a subsidiary of ImmunoPrecise Antibodies.",5/9/22,0.48,Grant,2.74,unknown,3/29/22,35.56,2019,12/30/24,Alive / Active,unknown,0,Europe,Belgium,unknown,Diepenbeek,Agoralaan Abis Flemish Region,unknown
BioGlyph,bioglyph.app,unknown,unknown,unknown,Platforms - antibody design,"BioGlyph specializes in AI design tools for multispecific antibodies within the biotechnology sector. The company offers a protein therapeutics design software that enables teams to modify, iterate, and export biological representations, ensuring consistency and production feasibility. It was founded in 2023 and is based in Berkeley, California.",8/6/24,0,Seed,0,unknown,unknown,0,2023,12/30/24,Alive / Active,unknown,0,North America,United States,California,Berkeley,unknown,unknown
EVQLV,evqlv.com,unknown,unknown,unknown,Platforms - antibody design,"EVQLV is a company that uses machine learning and computational biology to design and develop therapeutic antibodies in the biomedicine sector. The company offers a computational platform that generates diverse, fully-human antibodies and addresses antibody design challenges, optimization, and immunotherapies. EVQLV serves partners in the biopharmaceutical industry at various stages, including discovery, preclinical, clinical, or commercial. It was founded in 2019 and is based in Miami, Florida.",11/19/23,0,Biz Plan Competition - II,0.44,unknown,unknown,0,2019,12/30/24,Alive / Active,"Macromoltek, MAbSilico",0,North America,United States,Florida,Miami,9429 Harding Avenue #199,unknown
Neuron Smart,neuronsmart.com,unknown,unknown,unknown,Platforms - antibody design,"Neuron Smart is a high-tech pharmaceutical enterprise that focuses on the development of new antibody drugs using AI and cloud computing. Neuron Smart offers antibody services for pharmaceutical companies, CRO, and academia including antibody discovery, antibody optimization, and preclinical research studies.",9/8/20,0,Unattributed VC,0,unknown,unknown,0,2017,12/30/24,Alive / Active,unknown,0,Asia,China,Beijing,Beijing,"Room 604, Block B1, Changyuan Tiandi Building, No. 18 Suzhou Street, Haidian District",unknown
Valo Health,valohealth.com,unknown,unknown,unknown,Platforms - target identification,"Valo Health is a technology company that focuses on drug discovery and development through the integration of human-centric data and AI-powered computation. The company offers the Opal Computational Platform, a drug discovery and development platform that utilizes a unified architecture to convert data into insights for the discovery of drugs. Valo Health's services are directed towards the healthcare and pharmaceutical sectors, aiming to address costs, time, and failure rates in drug development. Valo Health was formerly known as Integral Health. It was founded in 2019 and is based in Boston, Massachusetts.",3/9/21,110,Series B - II,400,unknown,unknown,0,2019,12/30/24,Alive / Active,"Zephyr AI, BioSymetrics, Insitro, BenevolentAI, BridgeBio, Relay Therapeutics",0,North America,United States,Massachusetts,Boston,399 Boylston Street Suite 505,unknown
Envisagenics,envisagenics.com,unknown,unknown,unknown,Platforms - target identification,"Envisagenics develops an AI-driven biotechnology company. Its product, SpliceCore, offers a platform for discovering novel targets to develop successful therapies. The company provides a cloud-based discovery platform that uses machine learning (ML) to prioritize new drug target candidates from patients' ribonucleic acid (RNA). It was founded in 2014 and is based in New York, New York.",6/5/24,0,Series B,26.61,unknown,1/1/13,136.79,2014,12/30/24,Alive / Active,"Turbine, BioMap, Exscientia",0,North America,United States,New York,New York,30-02 48th Avenue Suites 140 and 150,unknown
Tempus,tempus.com,unknown,unknown,unknown,Platforms - target identification,"Tempus (NASDAQ: TEM) specializes in AI-enabled patient care solutions and focuses on integrating artificial intelligence with healthcare to provide personalized treatment options. It offers services such as genomic profiling, algorithmic tests, and clinical trial matching, which leverage large libraries of clinical and molecular data to support data-driven decisions for personalized patient care. It was formerly known as Tempus Consulting. The company was founded in 2015 and is based in Chicago, Illinois.",10/21/22,0,Unattributed - II,1345,unknown,6/14/24,6100,2015,12/30/24,IPO / Went public,"Strata Oncology, Datavant, Molecular You, Atropos Health, Zephyr AI, MedySapiens, Holmusk, healthPrecision, OncoDNA, Pentavere Research Group, Pangea Biomed, nference, KYAN Therapeutics, Syapse, Sapient, NuProbe, Imagene, xCures, Perthera, CareMe Health, Helix, Lunit, First Ascent Biomedical, SimBioSys, Diagu, RootPath Genomics, Evidation, AnchorDx, GeneDx Holdings, Deep Lens, Predicine, Q-State Biosciences, Imagia Canexia Health, Genetron Health, Protean BioDiagnostics, Saphetor, Personalis, Flatiron, Predilytics, Foundation Medicine, Exact Sciences, Bd Biosciences, Decode Health, TNT Dental, DeHealth",7918.11,North America,United States,Illinois,Chicago,600 West Chicago Avenue Suite 510,unknown
Zephyr AI,zephyrai.bio,unknown,unknown,unknown,Platforms - target identification,"Zephyr AI focuses on data for precision medicine within the healthcare sector. The company develops proprietary algorithms to extract insights from clinicogenomics data, patient outcomes in oncology, and cardiometabolic diseases. Zephyr AI's platform serves the pharmaceutical industry, healthcare payers, and providers by enhancing personalized care and supporting clinical decision-making. It was founded in 2020 and is based in McLean, Virginia.",3/13/24,111,Series A,129.5,unknown,unknown,349.27,2020,12/30/24,Alive / Active,"Tempus, Clarify Health, ConcertAI, Insitro, Valo Health",0,North America,United States,Virginia,McLean,1800 Tysons Boulevard Suite 901,unknown
Transition Bio,transitionbio.com,unknown,unknown,unknown,Platforms - target identification,"Transition Bio develops novel therapeutics. The company's offers include a proprietary drug discovery platform that combines microfluidics, cell imaging, and machine learning to discover new therapies for diseases driven by biomolecular condensates. It serves the healthcare and pharmaceutical industries. It was founded in 2020 and is based in Watertown, Massachusetts.",10/24/24,13.27,Series A - II,69.27,unknown,1/1/20,117.95,2020,12/30/24,Alive / Active,unknown,0,North America,United States,Massachusetts,Watertown,100 Talcott Avenue Suite 400,unknown
SOPHiA Genetics,sophiagenetics.com,unknown,unknown,unknown,Platforms - target identification,"SOPHiA Genetics (SOPH) specializes in data-driven medicine and genomics within the healthcare sector. The company offers a cloud-based platform, SOPHiA Data-Driven Medicine (DDM), which analyzes multimodal healthcare data using artificial intelligence (AI) and machine learning to provide insights for patient care and research. SOPHiA Genetics primarily serves healthcare institutions, biopharmaceutical companies, and research facilities with its data analysis and insight-sharing platform. It was founded in 2011 and is based in Rolle, Switzerland.",10/1/20,110,Series F,249.82,unknown,7/23/21,1140.09,2011,12/30/24,IPO / Went public,"Sequentia, Geneyx, BioAI, nference, Genoox, Imagia Canexia Health, emedgene",211.94,Europe,Switzerland,unknown,Rolle,La Pièce 12,unknown
Gero,gero.ai,unknown,unknown,unknown,Platforms - target identification,"Gero is a preclinical stage AI drug discovery company focused on eliminating age-related diseases within the biotechnology sector. The company leverages artificial intelligence to identify clinically relevant disease phenotypes and discover novel drug targets applicable to multiple indications. Gero primarily serves the pharmaceutical industry by providing research collaborations and insights into fibrotic diseases and other age-related conditions. It was founded in 2015 and is based in Singapore, Singapore.",10/18/23,6,Series A - II,18.2,unknown,unknown,0,2015,12/30/24,Alive / Active,"Insilico Medicine, Cyclica, Deep Longevity, Insitro, Recursion, BenevolentAI, Rejuve",0,Asia,Singapore,unknown,Singapore,60 Paya Lebar Road #05-40B,unknown
Vevo Therapeutics,vevo.ai,unknown,unknown,unknown,Platforms - target identification,"Vevo Therapeutics is a biotechnology company focused on drug discovery using in vivo data and artificial intelligence. The company offers a platform that enables scalable generation of in vivo data with single-cell precision, aiming to improve the drug discovery process by incorporating patient diversity and capturing the in vivo context of disease. Vevo Therapeutics' main service is the creation of a large-scale in vivo atlas to analyze how drugs interact with patient cells, which is used to train AI models for identifying novel drug targets and candidates. It was founded in 2022 and is based in San Francisco, California.",5/24/23,0,Incubator/Accelerator,12,unknown,unknown,34.37,2022,12/30/24,Alive / Active,unknown,0,North America,United States,California,San Francisco,953 Indiana Street,unknown
Predictive Oncology,predictive-oncology.com,unknown,unknown,unknown,Platforms - target identification,"Predictive Oncology focuses on oncology drug discovery and development, leveraging artificial intelligence and biobanking. The company offers AI-driven predictive models that utilize a biobank of tumor samples to improve drug discovery, and provides services such as drug formulation, biologics development, and clinical testing to personalize cancer therapies. It was founded in 2002 and is based in Pittsburgh, Pennsylvania.",4/16/20,0.68,Loan,42.88,unknown,10/19/09,0,2002,12/30/24,IPO / Went public,unknown,5.73,North America,United States,Pennsylvania,Pittsburgh,91 43rd Street Suite 110,unknown
Elucidata,elucidata.io,unknown,unknown,unknown,Platforms - target identification,"Elucidata is a biotechnology company that focuses on accelerating drug discovery through its data harmonization platform, Polly, which caters to the life sciences sector. The company offers services that transform multimodal and multi-source biomedical data into machine learning-ready formats, ensuring standards for datasets used in research. Elucidata primarily serves sectors such as early-stage research and development, precision medicine diagnostics, and translational research. It was founded in 2015 and is based in San Francisco, California.",9/21/22,16,Series A,23.58,unknown,unknown,70.96,2015,12/30/24,Alive / Active,Seven Bridges,0,North America,United States,California,San Francisco,114 Sansome Street Suite 250,unknown
BioSymetrics,biosymetrics.com,unknown,unknown,unknown,Platforms - target identification,"BioSymetrics is a phenomics-driven drug discovery company that leverages machine learning to advance precision medicines. The company integrates clinical and experimental data to translate human disease biology into actionable drug discovery insights. BioSymetrics primarily serves the pharmaceutical and healthcare sectors with its AI-driven target discovery and precision medicine programs. It was founded in 2015 and is based in New York, New York.",8/4/21,4.88,Seed VC,4.88,unknown,unknown,22.53,2015,12/30/24,Alive / Active,"Brightseed, nference, XtalPi, Insitro, Valo Health, Recursion",0,North America,United States,New York,New York,65 Broadway Suite 1105,unknown
Molecular Health,molecularhealth.com,unknown,unknown,unknown,Platforms - target identification,"Molecular Health develops software solutions for the biomedical sector, focusing on biomedical data analysis. The company's offerings include analytics software for genetic data and solutions for annotating tumor alteration data with therapy associations, biomarkers, and clinical trials. Molecular Health serves research laboratories and professionals in the pharmaceutical and biotech industries. Molecular Health was formerly known as Life Biosystems GmbH. It was founded in 2004 and is based in Heidelberg, Germany.",11/16/15,26.8,Unattributed VC - II,26.8,unknown,unknown,0,2004,12/30/24,Alive / Active,Biotx.ai,0,Europe,Germany,unknown,Heidelberg,Kurfuersten-Anlage 21,unknown
Cardiatec,cardiatec.ai,unknown,unknown,unknown,Platforms - target identification,"Cardiatec focuses on the development of cardiovascular disease drug targets. The company utilizes artificial intelligence and large-scale human multi-omics data to innovate in the field of cardiovascular drug discovery. Its main services include target discovery, drug discovery, and personalized medicine, all aimed at cardiovascular health. It was founded in 2021 and is based in Cambridge, United Kingdom.",9/10/24,6.5,Seed VC,8.12,unknown,1/1/21,0,2021,12/30/24,Alive / Active,unknown,0,Europe,United Kingdom,England,Cambridge,9 Hills Road,unknown
BioAI,bioaihealth.com,unknown,unknown,unknown,Platforms - target identification,"BioAI focuses on advancing precision medicine through multimodal artificial intelligence within the biopharmaceutical sector. The company offers artificial intelligence (AI) driven services for biomarker discovery, drug target identification, and clinical data sourcing, aiming to enhance drug discovery and clinical development processes. BioAI primarily serves the biopharma industry, leveraging AI to improve disease diagnosis and predict patient responses to therapies. It was founded in 2020 and is based in Manchester, New Hampshire.",4/9/24,0.5,Unattributed - II,4.5,unknown,unknown,0,2020,12/30/24,Alive / Active,"Paige, Owkin, PathAI, SOPHiA Genetics",0,North America,United States,New Hampshire,Manchester,1662 Elm Street,unknown
Paradigm4,paradigm4.com,unknown,unknown,unknown,Platforms - target identification,"Paradigm4 is a company that focuses on bioinformatics, data science, and machine learning in the biotechnology industry. The company offers a unified scientific data management and elastic computing platform, REVEAL, which is designed to expedite biomarker-guided drug discovery and precision medicine by connecting and analyzing complex multimodal data sets. Paradigm4 primarily serves the biotechnology and healthcare industries. It is based in Waltham, Massachusetts.",11/30/15,0,Series A - II,44.84,unknown,unknown,10.18,unknown,12/30/24,Alive / Active,"Manifold, Engine Biosciences, BioBox, Nyquist Data, SciSwipe, Solvuu",0,North America,United States,Massachusetts,Waltham,281 Winter Street Suite 360,unknown
Peptone,peptone.io,unknown,unknown,unknown,Platforms - target identification,"Peptone operates as a translational biophysics company. The company focuses on the discovery of novel therapeutics targeting disordered proteins, which lack rigid three-dimensional (3D) structures but play critical roles in biological processes. It primarily serves the healthcare and pharmaceutical industries. It was founded in 2018 and is based in London, United Kingdom.",6/9/22,40,Series A,42.45,unknown,unknown,0,2018,12/30/24,Alive / Active,New Equilibrium Biosciences,0,Europe,United Kingdom,England,London,370 Grays Inn Road The Lighthouse Building,unknown
Aignostics,aignostics.com,unknown,unknown,unknown,Platforms - target identification,"Aignostics specializes in AI-powered precision medicine, focusing on the biopharmaceutical industry. The company offers insights by analyzing complex biomedical data, including histopathology, omics, and clinical outcomes, to support drug development and improve patient outcomes. It serves the biopharma sector with solutions for target identification, translational research, trials, and companion diagnostics. It was founded in 2018 and is based in Berlin, Germany.",10/29/24,34,Series B,53.94,unknown,1/1/19,0,2018,12/30/24,Alive / Active,"Mindpeak, Paige, Owkin, PathAI",0,Europe,Germany,unknown,Berlin,Alt-Moabit 73/73A,unknown
Ozette,ozette.com,unknown,unknown,unknown,Platforms - target identification,"Ozette operates as a technology company in the healthcare sector, with a focus on leveraging artificial intelligence for biological research. The company's main service involves using artificial intelligence (AI)-driven computational analysis to map and study the complexity of the human immune system, with the aim of unlocking insights that can accelerate research and lead to the development of better therapies. It primarily sells to sectors such as the pharmaceutical industry, academic organizations, and clinical development. It was founded in 2020 and is based in Seattle, Washington.",7/28/22,26,Series A,32,unknown,1/1/20,98.42,2020,12/30/24,Alive / Active,unknown,0,North America,United States,Washington,Seattle,18 West Mercer Street,unknown
Bionsight,bionsight.com,unknown,unknown,unknown,Platforms - target identification,"Bionsight develops artificial intelligence (AI) technologies that help in drug discovery. The company's solution, Glance, integrates biomedical databases and deep learning models to analyze data, simplifying complex networks of biomedical data around protein targets and drug candidates, such as biomedical literature, assays, chemical and gene profiles, and extracting the identification and drug repurposing. Bionsight was founded in 2019 and is based in Gangwon-do, South Korea.",8/16/23,4.1,Series A,4.2,unknown,unknown,0,2019,12/30/24,Alive / Active,unknown,0,Asia,South Korea,unknown,Gangwon-do,"1, Kangwondaehak-gil Chuncheon-si Innovative Pharmaceutical Clinical Research Building #422",unknown
PredxBio,predxbio.com,unknown,unknown,unknown,Platforms - target identification,"PredxBio focuses on improving immunotherapy outcomes for cancer patients through spatially intelligent biology within the healthcare and biotechnology sectors. The company offers a platform that integrates unbiased spatial analytics and explainable artificial intelligence (AI) to provide insights into cell types, states, and interactions, aiming to improve drug discovery, clinical trials, diagnostics, and personalized treatment options. PredxBio's solutions are designed to serve the healthcare industry, particularly in the fields of oncology and precision medicine. PredxBio was formerly known as SpIntellx. It was founded in 2017 and is based in Pittsburgh, Pennsylvania.",8/17/23,0.6,Series A,3.32,unknown,unknown,24.02,2017,12/30/24,Alive / Active,"Paige, PathAI",0,North America,United States,Pennsylvania,Pittsburgh,100 South Jackson Avenue,unknown
Farcast Biosciences,farcastbio.com,unknown,unknown,unknown,Platforms - target identification,"Farcast Biosciences focuses on advancing the precision of cancer treatment through the development of biological systems and the application of big data and generative AI in the biotechnology sector. The company offers advanced systems for capturing tumor microdynamics, generating multimodal data to model tumor response and resistance, and utilizing AI to mine this data for precise biosignatures. Farcast Biosciences primarily serves the biopharmaceutical industry, aiding in therapeutic and diagnostic development. It was founded in 2010 and is based in Pensacola, Florida.",5/28/19,3.82,Series C - II,73.42,unknown,unknown,167.39,2019,12/30/24,Alive / Active,unknown,0,North America,United States,Florida,Pensacola,40 Palafox Place Suite 300,unknown
Neumarker,neumarker.ai,unknown,unknown,unknown,Platforms - target identification,"Neumarker focuses on advancing the understanding and treatment of central nervous system diseases within the biotechnology sector. It offers a brain biomarker discovery platform that utilizes artificial intelligence to identify predictive biomarkers for CNS disorders, aiming to personalize treatment and improve drug development processes. It primarily serves biotech and pharmaceutical companies, as well as clinicians, by providing technology that enhances clinical trial efficiency and aids in precision treatment. It was founded in 2022 and is based in Palo Alto, California.",unknown,0,unknown,0,unknown,unknown,0,2022,12/30/24,Alive / Active,unknown,0,North America,United States,California,Palo Alto,unknown,unknown
SyzOnc,syzonc.com,unknown,unknown,unknown,Platforms - target identification,"SyzOnc offers a cancer treatment platform focused on developing systems-level oncology solutions. The company offers tumor microenvironment modulators and utilizes an approach that integrates artificial intelligence (AI) and machine learning (ML) for drug discovery and development. SyzOnc's platform targets matrix-rich solid tumors. It was founded in 2023 and is based in Philadelphia, Pennsylvania.",1/1/24,0,Incubator/Accelerator,0,unknown,unknown,0,2023,12/30/24,Alive / Active,unknown,0,North America,United States,Pennsylvania,Philadelphia,unknown,unknown
Xeureka,xeureka.co.jp,unknown,unknown,unknown,Platforms - target identification,"Xeureka is a company specializing in drug discovery research within the biotechnology sector. Their services include AI-driven target analysis, ultra-large scale virtual screening, and simulations for drug design. Xeureka plans to offer software solutions and SaaS products to support computational and experimental drug discovery efforts. It was founded in 2021 and is based in Japan.",unknown,0,unknown,0,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,Asia,Japan,unknown,unknown,unknown,unknown
OutSee,outsee.co.uk,unknown,unknown,unknown,Platforms - target identification,"Outsee conducts genomics analysis and artificial intelligence work within the bioinformatics sector. The company provides genomic data analysis and cohort analysis services, using their AI technology, Nomaly, for drug discovery and precision medicine. They serve the healthcare and pharmaceutical industries by offering tools and techniques for genomic data in research and development. It was founded in 2023 and is based in Cambridge, England.",unknown,0,unknown,0,unknown,unknown,0,2023,12/30/24,Alive / Active,unknown,0,Europe,United Kingdom,England,Cambridge,unknown,unknown
Cognit AI,cognit.ai,unknown,unknown,unknown,Platforms - target identification,"Cognit Ai is involved in AI-integrated functional genomics within the life sciences sector, with a focus on cancer treatment, neurodegenerative disease management, and longevity. The company has developed a Large Genomic Model (LGM) that enables functional genomics through in-silico gene expression and cell engineering, with applications in drug discovery and precision medicine. Cognit serves the pharmaceutical and biotechnology industries. It was founded in 2022 and is based in San Francisco, California.",unknown,0,unknown,0,unknown,unknown,0,2022,12/30/24,Alive / Active,unknown,0,North America,United States,California,San Francisco,unknown,unknown
Pearl A.I,pearlai.co.uk,unknown,unknown,unknown,Platforms - target identification,"Pearl A.i focuses on artificial intelligence and bioinformatics in oncology. The company creates A.I. systems and bioinformatics solutions to analyze genomic data and model personalized cancer treatment and drug discovery. Pearl A.i serves the healthcare sector with an emphasis on oncology. It was founded in 2022 and is based in Brighton, England.",unknown,0,unknown,0,unknown,unknown,0,2022,12/30/24,Alive / Active,unknown,0,Europe,United Kingdom,England,Brighton,unknown,unknown
Nanomega BioAI,nanomegabioai.com,unknown,unknown,unknown,Platforms - target identification,"Nanomega BioAI specializes in Cryo-Electron Microscopy (Cryo-EM) and AI-driven drug design within the biotechnology sector. The company provides services that utilize structural biology, deep learning, and high-performance computing to assist in drug development for small molecules, antibody drugs, protein degradation, and gene therapy. Nanomega BioAI's clientele primarily includes organizations in the pharmaceutical and biotech industries focused on drug discovery and development. It was founded in 2023 and is based in China.",unknown,0,unknown,0,unknown,unknown,0,2023,12/30/24,Alive / Active,unknown,0,Asia,China,unknown,unknown,unknown,unknown
Bioada,bioada.com,unknown,unknown,unknown,Platforms - target identification,"Bioada is a precision medicine company focused on AI-powered biomarker and drug discovery within the healthcare innovation sector. The company offers solutions for identifying novel biomarkers and developing drugs, utilizing AI and data science to enhance the precision of medical research. Additionally, Bioada provides AI-driven electronic medical record (EMR) software that transforms patient data into insights, supporting clinical decision-making. It was founded in 2021 and is based in Toronto, Ontario.",unknown,0,unknown,0,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,North America,Canada,Ontario,Toronto,unknown,unknown
Protica Bio,protica.bio,unknown,unknown,unknown,Platforms - target identification,"Protica Bio operates in the biotechnology sector, integrating proteomics and machine learning. The company develops a platform that combines proteomics with computational biology to identify drug targets and immune response markers, supporting personalized medicine and therapeutic decisions. Protica Bio serves the healthcare industry, focusing on clinical outcomes for cancer patients through diagnostic and treatment options. It was founded in 2022 and is based in Jerusalem, Israel.",unknown,0,unknown,0,unknown,unknown,0,2022,12/30/24,Alive / Active,unknown,0,Asia,Israel,unknown,Jerusalem,"High-tech Village, Givat Ram Campus",unknown
AI VIVO,aivivo.co,unknown,unknown,unknown,Platforms - target identification,"AI VIVO specializes in the design of artificial intelligence systems within the biotechnology sector. The company generates multi-modal omics data to create OrganoMaps, which connect disease biology with treatment interventions at the organ level to support the development of new medicines. AI VIVO serves the healthcare and pharmaceutical industries. It is based in Cambridge, England.",9/22/21,0,Incubator/Accelerator,0.05,unknown,unknown,0,unknown,12/30/24,Alive / Active,unknown,0,Europe,United Kingdom,England,Cambridge,"The Bio-Innovation Centre Unit 25, Cambridge Science Park",unknown
Synamics,synamics.com,unknown,unknown,unknown,Platforms - target identification,"Synamics Therapeutics focuses on AI-driven drug discovery in the pharmaceutical industry. The company specializes in designing compounds using advanced AI to predict and overcome drug resistance, aiming to maintain their effectiveness against evolving tumors. Synamics Therapeutics serves the healthcare sector by providing precision oncology solutions and adaptive medicine approaches. It was founded in 2023 and is based in Copenhagen, Denmark.",7/16/24,0,Angel,0,unknown,unknown,0,2023,12/30/24,Alive / Active,unknown,0,Europe,Denmark,unknown,Copenhagen,unknown,unknown
Turing Biosystems,turing.bio,unknown,unknown,unknown,Platforms - target identification,"Turing Biosystems focuses on enhancing the future of medicine through its interpretable reasoning AI within the biotechnology sector. The company offers a software platform that integrates clinical and biological data to analyze patient responses and design optimized therapies. Turing Biosystems primarily serves the biopharmaceutical and healthcare industries with its AI-driven solutions for drug discovery and treatment personalization. It was founded in 2022 and is based in London, England.",1/2/22,1.35,Pre-Seed,1.35,unknown,1/1/22,0,2022,12/30/24,Alive / Active,unknown,0,Europe,United Kingdom,England,London,Idealondon 69 Wilson Street,unknown
Biossil,biossil.co,unknown,unknown,unknown,Platforms - target identification,"Biossil serves as a drug discovery platform in the healthcare sector, focusing on developing therapies. The company specializes in creating treatments for diseases that vary by population, using artificial intelligence to address patient sub-populations. It was founded in 2023 and is based in Toronto, Canada.",1/1/23,0,Seed VC,0,unknown,unknown,0,2023,12/30/24,Alive / Active,unknown,0,North America,Canada,Ontario,Toronto,"435 Richmond Street, West",unknown
CoSyne Therapeutics,cosyne.com,unknown,unknown,unknown,Platforms - target identification,"CoSyne Therapeutics is a vertically integrated AI drug discovery company focused on precision medicine for brain diseases. They leverage polymathic AI to analyze hyperscale proprietary data and custom-built biology and chemistry models, aiming to discover drugs that target specific molecular features of individual patients' diseases. The company primarily serves the healthcare sector, particularly in the development of treatments for under-served brain conditions. It was founded in 2021 and is based in London, England.",unknown,0,unknown,0,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,Europe,United Kingdom,England,London,"2 Sheraton Street, Medius House",unknown
Sentinal4D,sentinal4d.com,unknown,unknown,unknown,Platforms - target identification,"Sentinal4D provides drug efficacy prediction using 3D cell biology to identify compounds, understand mechanisms of action, and target patient segments for cancer treatment. Sentinal4D serves the healthcare sector and works on drug development processes. It was founded in 2022 and is based in London, United Kingdom.",12/20/24,0,Pre-Seed,0.09,unknown,1/1/22,0,2022,12/30/24,Alive / Active,unknown,0,Europe,United Kingdom,England,London,Flat 3702 55 Upper Ground,unknown
3BIGS,3bigs.com,unknown,unknown,unknown,Platforms - target identification,"3BIGS operates in the fields of bioinformatics and healthcare, dealing with big data and artificial intelligence. The company provides services including next-generation sequencing data analysis, human and non-human analysis services, and drug discovery support. 3BIGS serves sectors that require bioinformatics solutions, including healthcare, pharmaceuticals, and research institutions. It was founded in 2018 and is based in Hwaseong, South Korea.",10/31/24,2,Unattributed,2,unknown,unknown,0,2018,12/30/24,Alive / Active,"Biomavericks, DEARGEN, OmicsCraft, Standigm, BioRankings, KaiPharm, NuMedii",0,Asia,South Korea,unknown,Hwaseong,"27 Dongtan High-tech Industry 1-ro, Gyeonggi-do 831, Building B",unknown
